Time,Value
1687034255621105823,6.34
1687034255622092754,6.34
1687034255623092960,6.34
1687034255624092575,6.34
1687034255625091688,6.34
1687034255626093717,6.34
1687034255704101414,6.34
1687034255705102110,6.34
1687034255706098629,6.34
1687034255707093054,6.34
1687034255708097418,6.34
1687034255709095920,6.34
1687034255710103129,6.34
1687034255711096652,6.34
1687034255712103120,6.34
1687034255713110609,6.34
1687034255714099103,6.34
1687034255715105681,6.34
1687034255716095848,6.34
1687034255717097777,6.34
1687034255718101089,6.34
1687034255719091797,6.34
1687034255720090349,6.34
1687034255721090475,6.34
1687034255722088186,6.34
1687034255723090616,6.34
1687034255724092535,6.34
1687034255725093963,6.34
1687034255726089250,6.34
1687034255727089015,6.34
1687034255728089641,6.34
1687034255729084106,6.34
1687034255730088891,6.34
1687034255731087614,6.34
1687034255732091236,6.34
1687034255733092654,6.34
1687034255734092579,6.34
1687034255735091022,6.34
1687034255736093662,6.34
1687034255737089620,6.34
1687034255738089505,6.34
1687034255739103376,6.34
1687034255740092051,6.34
1687034255741091405,6.34
1687034255742096480,6.34
1687034255743095022,6.34
1687034255744105337,6.34
1687034255745106024,6.34
1687034255746108764,6.34
1687034255747100975,6.34
1687034255748093547,6.34
1687034255749088843,6.34
1687034255750093097,6.34
1687034255751098252,6.34
1687034255752088719,6.34
1687034255753088705,6.34
1687034255754083240,6.34
1687034255755092843,6.34
1687034255756094031,6.34
1687034255757097332,6.34
1687034255758094512,6.34
1687034255759095570,6.34
1687034255760089093,6.34
1687034255761088437,6.34
1687034255762091128,6.34
1687034255763093437,6.34
1687034255764109393,6.34
1687034255765096825,6.34
1687034255766103743,6.34
1687034255767101785,6.34
1687034255768098504,6.34
1687034255769091827,6.34
1687034255770085450,6.34
1687034255771106175,6.34
1687034255772107663,6.34
1687034255773095145,6.34
1687034255774092886,6.34
1687034255775097710,6.34
1687034255776095321,6.34
1687034255777090468,6.34
1687034255778098318,6.34
1687034255779085709,6.34
1687034255780090043,6.34
1687034255781094647,6.34
1687034255782086698,6.34
1687034255783089658,6.34
1687034255784095896,6.34
1687034255785090751,6.34
1687034255786091508,nan
1687034255789091875,6.34
1687034255790093894,6.34
1687034255791101123,6.34
1687034255792099546,6.34
1687034255793095163,6.34
1687034255794090570,6.34
1687034255795093300,6.34
1687034255796093636,6.34
1687034255797089273,6.34
1687034255798094919,6.34
1687034255799092881,6.34
1687034255800094009,6.34
1687034255801088073,6.34
1687034255802094330,6.34
1687034255803088845,6.34
1687034255804086606,6.34
1687034255805089908,6.34
1687034255806088200,6.34
1687034255807088967,6.34
1687034255808088261,6.34
1687034255809091272,6.34
1687034255810095365,6.34
1687034255811091523,6.34
1687034255812095005,6.34
1687034255813089581,6.34
1687034255814089516,6.34
1687034255815089311,6.34
1687034255816088274,6.34
1687034255817086546,6.34
1687034255818089137,6.34
1687034255819088721,6.34
1687034255820105268,6.34
1687034255821097018,6.34
1687034255822089509,6.34
1687034255823095195,6.34
1687034255824088718,6.34
1687034255825096589,6.34
1687034255826089210,6.34
1687034255827092081,6.34
1687034255828090483,6.34
1687034255829084858,6.34
1687034255830090204,6.34
1687034255831096140,6.34
1687034255832090575,6.34
1687034255833090300,6.34
1687034255834095295,6.34
1687034255835106862,6.34
1687034255836095045,6.34
1687034255837087556,6.34
1687034255838100516,6.34
1687034255839089571,6.34
1687034255840088314,6.34
1687034255841087257,6.34
1687034255842093154,6.34
1687034255843090023,6.34
1687034255844089047,6.34
1687034255845089563,6.34
1687034255846089980,6.34
1687034255847087681,6.34
1687034255848093096,6.34
1687034255849090928,6.34
1687034255850094910,6.34
1687034255851099655,6.34
1687034255852102806,6.34
1687034255853101229,6.34
1687034255854104159,6.34
1687034255855108844,6.34
1687034255856094232,6.34
1687034255857089248,6.34
1687034255858107237,6.34
1687034255859092394,6.34
1687034255860097459,6.34
1687034255861099809,6.34
1687034255862102189,6.34
1687034255863097596,6.34
1687034255864092842,6.34
1687034255865091746,6.34
1687034255866106128,6.34
1687034255867107546,6.34
1687034255868103153,6.34
1687034255869104141,6.34
1687034255870099738,6.34
1687034255871094052,6.34
1687034255872094288,6.34
1687034255873096247,6.34
1687034255874093608,6.34
1687034255875104884,6.34
1687034255876102465,6.34
1687034255877094345,6.34
1687034255878090423,6.34
1687034255879093875,6.34
1687034255880096636,6.34
1687034255881095359,6.34
1687034255882090325,6.34
1687034255883100028,6.34
1687034255884108420,6.34
1687034255885098697,6.34
1687034255886098462,6.34
1687034255887093658,6.34
1687034255888096098,6.34
1687034255889108306,6.34
1687034255890097652,6.34
1687034255891097086,6.34
1687034255892098645,6.34
1687034255893093019,6.34
1687034255894095519,6.34
1687034255895091618,6.34
1687034255896100389,6.34
1687034255897094043,6.34
1687034255898098978,6.34
1687034255899105375,6.34
1687034255900101994,6.34
1687034255901100086,6.34
1687034255902097897,6.34
1687034255903090328,6.34
1687034255904084984,6.34
1687034255905091000,6.34
1687034255906099993,6.34
1687034255907096071,6.34
1687034255908096156,6.34
1687034255909090631,6.34
1687034255910095456,6.34
1687034255911103286,6.34
1687034255912096318,6.34
1687034255913098598,6.34
1687034255914088164,6.34
1687034255915101093,6.34
1687034255916104936,6.34
1687034255917116523,6.34
1687034255918101150,6.34
1687034255919090485,6.34
1687034255920091462,6.34
1687034255921098741,6.34
1687034255922089209,6.34
1687034255923092040,6.34
1687034255924089691,6.34
1687034255925096729,6.34
1687034255926089792,6.34
1687034255927092853,6.34
1687034255928088490,6.34
1687034255929085119,6.34
1687034255930095213,6.34
1687034255931084369,6.34
1687034255932088241,6.34
1687034255933089168,6.34
1687034255934093412,6.34
1687034255935089570,6.34
1687034255936090507,6.34
1687034255937088419,6.34
1687034255938096259,6.34
1687034255939087097,6.34
1687034255940093955,6.34
1687034255941090594,6.34
1687034255942099737,6.34
1687034255943091336,6.34
1687034255944089779,6.34
1687034255945088953,6.34
1687034255946094348,6.34
1687034255947113490,6.34
1687034255948114046,6.34
1687034255949104293,6.34
1687034255950091865,6.34
1687034255951092342,6.34
1687034255952095052,6.34
1687034255953094677,6.34
1687034255954085535,6.34
1687034255955095920,6.34
1687034255956089694,6.34
1687034255957092214,6.34
1687034255958089274,6.34
1687034255959096352,6.34
1687034255960090908,6.34
1687034255961089400,6.34
1687034255962091079,6.34
1687034255963093499,6.34
1687034255964089747,6.34
1687034255965086597,6.34
1687034255966088906,6.34
1687034255967092168,6.34
1687034255968090129,6.34
1687034255969087600,6.34
1687034255970097334,6.34
1687034255971092660,6.34
1687034255972106912,6.34
1687034255973098212,6.34
1687034255974098868,6.34
1687034255975090157,6.34
1687034255976090203,6.34
1687034255977098123,6.34
1687034255978092979,6.34
1687034255979110848,6.34
1687034255980118588,6.34
1687034255981104116,6.34
1687034255982092670,6.34
1687034255983091343,6.34
1687034255984096498,6.34
1687034255985094770,6.34
1687034255986090217,6.34
1687034255987103106,6.34
1687034255988095838,6.34
1687034255989091706,6.34
1687034255990093935,6.34
1687034255991095774,6.34
1687034255992098795,6.34
1687034255993092439,6.34
1687034255994095370,6.34
1687034255995097028,6.34
1687034255996096042,6.34
1687034255997094114,6.34
1687034255998093157,6.34
1687034255999093844,6.34
1687034256000092827,6.34
1687034256001101780,6.34
1687034256002091446,6.34
1687034256003093375,6.34
1687034256004085555,6.34
1687034256005087685,6.34
1687034256006099242,6.34
1687034256007094048,6.34
1687034256008091759,6.34
1687034256009095711,6.34
1687034256010087632,6.34
1687034256011090312,6.34
1687034256012098653,6.34
1687034256013097276,6.34
1687034256014093404,6.34
1687034256015096395,6.34
1687034256016100027,6.34
1687034256017100804,6.34
1687034256018096842,6.34
1687034256019094804,6.34
1687034256020091733,6.34
1687034256021102830,6.34
1687034256022095131,6.34
1687034256023092712,6.34
1687034256024090633,6.34
1687034256025090358,6.34
1687034256026099691,6.34
1687034256027093625,6.34
1687034256028087629,6.34
1687034256029091582,6.34
1687034256030102969,6.34
1687034256031099828,6.34
1687034256032093181,6.34
1687034256033087726,6.34
1687034256034094985,6.34
1687034256035089130,6.34
1687034256036093263,6.34
1687034256037092737,6.34
1687034256038101569,6.34
1687034256039093449,6.34
1687034256040092243,6.34
1687034256041092448,6.34
1687034256042091883,6.34
1687034256043090265,6.34
1687034256044097995,6.34
1687034256045105905,6.34
1687034256046093517,6.34
1687034256047092010,6.34
1687034256048088409,6.34
1687034256049097331,6.34
1687034256050096475,6.34
1687034256051100257,6.34
1687034256052099631,6.34
1687034256053102412,6.34
1687034256054102157,6.34
1687034256055092875,6.34
1687034256056094323,6.34
1687034256057101211,6.34
1687034256058104583,6.34
1687034256059105741,6.34
1687034256060104724,6.34
1687034256061095903,6.34
1687034256062091370,6.34
1687034256063096725,6.34
1687034256064092152,6.34
1687034256065091176,6.34
1687034256066088115,6.34
1687034256067095835,6.34
1687034256068091943,6.34
1687034256069096928,6.34
1687034256070087646,6.34
1687034256071094544,6.34
1687034256072092616,6.34
1687034256073091600,6.34
1687034256074095943,6.34
1687034256075098954,6.34
1687034256076095453,6.34
1687034256077097953,6.34
1687034256078095193,6.34
1687034256079095940,6.34
1687034256080096407,6.34
1687034256081094929,6.34
1687034256082103962,6.34
1687034256083107333,6.34
1687034256084097711,6.34
1687034256085090442,6.34
1687034256086090207,6.34
1687034256087093870,6.34
1687034256088096059,6.34
1687034256089117835,6.34
1687034256090113633,6.34
1687034256091096777,6.34
1687034256092096802,6.34
1687034256093095786,6.34
1687034256094090341,6.34
1687034256095090737,6.34
1687034256096095832,6.34
1687034256097091439,6.34
1687034256098100331,6.34
1687034256099102070,6.34
1687034256100099751,6.34
1687034256101092192,6.34
1687034256102090544,6.34
1687034256103096060,6.34
1687034256104089614,6.34
1687034256105096151,6.34
1687034256106099844,6.34
1687034256107098136,6.34
1687034256108106968,6.34
1687034256109100651,6.34
1687034256110097260,6.34
1687034256111110501,6.34
1687034256112107350,6.34
1687034256113098459,6.34
1687034256114105527,6.34
1687034256115101044,6.34
1687034256116097734,6.34
1687034256117092599,6.34
1687034256118095500,6.34
1687034256119096387,6.34
1687034256120103596,6.34
1687034256121095146,6.34
1687034256122106643,6.34
1687034256123100527,6.34
1687034256124109449,6.34
1687034256125100117,6.34
1687034256126096355,6.34
1687034256127093966,6.34
1687034256128091898,6.34
1687034256129100229,6.34
1687034256130095705,6.34
1687034256131095661,6.34
1687034256132098041,6.34
1687034256133101883,6.34
1687034256134095467,6.34
1687034256135097175,6.34
1687034256136093504,6.34
1687034256137101554,6.34
1687034256138099626,6.34
1687034256139092699,6.34
1687034256140099236,6.34
1687034256141089183,6.34
1687034256142105639,6.34
1687034256143096036,6.34
1687034256144095691,6.34
1687034256145092971,6.34
1687034256146097305,6.34
1687034256147093724,6.34
1687034256148092677,6.34
