Time,Value
1687040667110713074,6.9
1687040667111701989,6.9
1687040667112704138,6.89
1687040667193704858,6.9
1687040667194710433,6.9
1687040667195709447,6.9
1687040667196708531,6.9
1687040667197704829,6.9
1687040667198708972,6.9
1687040667199718375,6.9
1687040667200710105,6.9
1687040667201709379,6.9
1687040667202710697,6.9
1687040667203710803,6.9
1687040667204709185,6.9
1687040667205709231,6.9
1687040667206728262,6.9
1687040667207723638,6.9
1687040667208716941,6.9
1687040667209716947,6.9
1687040667210703367,6.9
1687040667211705626,6.9
1687040667212713006,6.9
1687040667213707541,6.9
1687040667214703779,6.9
1687040667215712230,6.9
1687040667216706355,6.89
1687040667217706671,6.89
1687040667218702168,6.89
1687040667219717792,6.89
1687040667220706296,6.89
1687040667221709698,6.89
1687040667222710164,6.89
1687040667223722262,6.89
1687040667224725384,6.89
1687040667225708668,6.89
1687040667226700969,6.89
1687040667227719489,6.89
1687040667228710317,6.89
1687040667229703079,6.89
1687040667230700029,6.89
1687040667231706195,6.89
1687040667232707824,6.89
1687040667233702379,6.89
1687040667234699920,6.89
1687040667235705346,6.89
1687040667236701013,6.89
1687040667237701730,6.89
1687040667238706885,6.89
1687040667239720766,6.89
1687040667240709260,6.89
1687040667241703274,6.89
1687040667242717216,6.89
1687040667243711701,6.89
1687040667244711756,6.89
1687040667245707133,6.89
1687040667246704323,6.89
1687040667247710059,6.89
1687040667248712239,6.89
1687040667249703888,6.89
1687040667250703072,6.89
1687040667251706875,6.89
1687040667252714725,6.89
1687040667253705383,6.89
1687040667254706110,6.89
1687040667255715022,6.89
1687040667256698787,6.89
1687040667257706867,6.89
1687040667258705240,6.89
1687040667259708161,6.89
1687040667260707405,6.89
1687040667261715605,6.89
1687040667262713727,6.89
1687040667263713001,6.89
1687040667264707156,6.89
1687040667265708524,6.89
1687040667266705063,6.89
1687040667267707813,6.89
1687040667268706466,6.89
1687040667269715558,6.89
1687040667270704824,6.89
1687040667271704268,6.89
1687040667272703903,6.89
1687040667273706974,6.89
1687040667274695839,6.89
1687040667275702687,nan
1687040667278702483,6.89
1687040667279705634,6.89
1687040667280706311,6.89
1687040667281700114,6.89
1687040667282708626,6.89
1687040667283706046,6.89
1687040667284702285,6.89
1687040667285701438,6.89
1687040667286702376,6.89
1687040667287702652,6.89
1687040667288702777,6.89
1687040667289704466,6.89
1687040667290704962,6.89
1687040667291707011,6.89
1687040667292714461,6.89
1687040667293708705,6.89
1687040667294705515,6.89
1687040667295702274,6.89
1687040667296702941,6.89
1687040667297704309,6.89
1687040667298707250,6.89
1687040667299707576,6.89
1687040667300713723,6.89
1687040667301704861,6.89
1687040667302702142,6.89
1687040667303704341,6.89
1687040667304709045,6.89
1687040667305703801,6.89
1687040667306705169,6.89
1687040667307703642,6.89
1687040667308706783,6.89
1687040667309702170,6.89
1687040667310703788,6.89
1687040667311707150,6.89
1687040667312715741,6.89
1687040667313702802,6.89
1687040667314694442,6.89
1687040667315706801,6.89
1687040667316702278,6.89
1687040667317698726,6.9
1687040667318701046,6.9
1687040667319716511,6.9
1687040667320703471,6.9
1687040667321699670,6.9
1687040667322699365,6.9
1687040667323708217,6.9
1687040667324709074,6.9
1687040667325704340,6.9
1687040667326704756,6.9
1687040667327714540,6.9
1687040667328705458,6.9
1687040667329702448,6.9
1687040667330710899,6.9
1687040667331697059,6.9
1687040667332714998,6.9
1687040667333699735,6.9
1687040667334703547,6.9
1687040667335704124,6.9
1687040667336707095,6.9
1687040667337708843,6.9
1687040667338706144,6.9
1687040667339703494,6.9
1687040667340711144,6.9
1687040667341711600,6.9
1687040667342715303,6.9
1687040667343702684,6.9
1687040667344709863,6.9
1687040667345704829,6.9
1687040667346700607,6.9
1687040667347698037,6.9
1687040667348707671,6.9
1687040667349711223,6.9
1687040667350716809,6.9
1687040667351709931,6.9
1687040667352716178,6.9
1687040667353713899,6.9
1687040667354703495,6.9
1687040667355699623,6.9
1687040667356699438,6.9
1687040667357704934,6.9
1687040667358705571,6.9
1687040667359705286,6.9
1687040667360700632,6.9
1687040667361705327,6.9
1687040667362696495,6.9
1687040667363699436,6.9
1687040667364706054,6.9
1687040667365705589,6.9
1687040667366712938,6.9
1687040667367705920,6.9
1687040667368703862,6.9
1687040667369706592,6.9
1687040667370711026,6.89
1687040667371708907,6.89
1687040667372706709,6.89
1687040667373709109,6.89
1687040667374705637,6.9
1687040667375708969,6.9
1687040667376711289,6.9
1687040667377703249,6.9
1687040667378705950,6.9
1687040667379709973,6.9
1687040667380707473,6.89
1687040667381698061,6.9
1687040667382717212,6.9
1687040667383712058,6.9
1687040667384718756,6.9
1687040667385703904,6.9
1687040667386708478,6.9
1687040667387702071,6.9
1687040667388694202,6.9
1687040667389714665,6.9
1687040667390710443,6.9
1687040667391705800,6.9
1687040667392705895,6.9
1687040667393705199,6.9
1687040667394702870,6.9
1687040667395704359,6.9
1687040667396704314,6.9
1687040667397705852,6.9
1687040667398698694,6.9
1687040667399703859,6.9
1687040667400696561,6.9
1687040667401697538,6.9
1687040667402705268,6.9
1687040667403705003,6.9
1687040667404708615,6.9
1687040667405706146,6.9
1687040667406711451,6.9
1687040667407710836,6.9
1687040667408704108,6.9
1687040667409712489,6.9
1687040667410709900,6.9
1687040667411710086,6.9
1687040667412705583,6.9
1687040667413703424,6.9
1687040667414696967,6.9
1687040667415704487,6.9
1687040667416702899,6.9
1687040667417713935,6.9
1687040667418708941,6.9
1687040667419710530,6.9
1687040667420702320,6.9
1687040667421698638,6.9
1687040667422711127,6.9
1687040667423707887,6.9
1687040667424705047,6.9
1687040667425692929,6.9
1687040667426698896,6.9
1687040667427698470,6.9
1687040667428712001,6.9
1687040667429703431,6.9
1687040667430700350,6.9
1687040667431709783,6.9
1687040667432704599,6.9
1687040667433705586,6.9
1687040667434710421,6.9
1687040667435713752,6.9
1687040667436711193,6.9
1687040667437703865,6.9
1687040667438698941,6.9
1687040667439710959,6.9
1687040667440710273,6.9
1687040667441704307,6.9
1687040667442695436,6.9
1687040667443701012,6.89
1687040667444699564,6.9
1687040667445698067,6.9
1687040667446702080,6.9
1687040667447703137,6.9
1687040667448725475,6.9
1687040667449701144,6.89
1687040667450713092,6.89
1687040667451709661,6.89
1687040667452715047,6.89
1687040667453717527,6.89
1687040667454712152,6.89
1687040667455720513,6.9
1687040667456707584,6.9
1687040667457714653,6.9
1687040667458708136,6.9
1687040667459709604,6.9
1687040667460711453,6.9
1687040667461709966,6.9
1687040667462708729,6.9
1687040667463719084,6.9
1687040667464706626,6.9
1687040667465711470,6.9
1687040667466719541,6.9
1687040667467707714,6.9
1687040667468706998,6.9
1687040667469699469,6.9
1687040667470703633,6.9
1687040667471703157,6.9
1687040667472703864,6.9
1687040667473697938,6.9
1687040667474702953,6.9
1687040667475709180,6.9
1687040667476721408,6.9
1687040667477704452,6.9
1687040667478702894,6.9
1687040667479712618,6.9
1687040667480710009,6.9
1687040667481715194,6.9
1687040667482708567,6.9
1687040667483714012,6.9
1687040667484709840,6.9
1687040667485699316,6.9
1687040667486697828,6.9
1687040667487704145,6.9
1687040667488705844,6.9
1687040667489713203,6.9
1687040667490707578,6.9
1687040667491707724,6.9
1687040667492703351,6.9
1687040667493697165,6.9
