Time,Value
1687033066018631808,6.35
1687033066019614952,6.35
1687033066020624886,6.35
1687033066021625903,6.35
1687033066022619066,6.35
1687033066023617238,6.35
1687033066024617584,6.35
1687033066025613932,6.35
1687033066026610632,6.35
1687033066027616358,6.35
1687033066028607807,6.35
1687033066029612792,6.35
1687033066030610222,6.35
1687033066031614556,6.35
1687033066032607488,6.35
1687033066033607514,6.35
1687033066034616296,6.35
1687033066035614868,6.35
1687033066036611898,6.35
1687033066037610651,6.35
1687033066038626416,6.35
1687033066039612095,6.35
1687033066040611719,6.35
1687033066041612586,6.35
1687033066042605759,6.35
1687033066043614260,6.35
1687033066044611551,6.35
1687033066045607789,6.35
1687033066046610349,6.35
1687033066047613981,6.35
1687033066048611863,6.35
1687033066049615064,6.35
1687033066050612375,6.35
1687033066051613152,6.35
1687033066052625931,6.35
1687033066053610107,6.35
1687033066054615061,6.35
1687033066055609817,6.35
1687033066056616425,6.35
1687033066057610669,6.35
1687033066058607449,6.35
1687033066059614157,6.35
1687033066060611547,6.35
1687033066061612394,6.35
1687033066062614864,6.35
1687033066063611183,6.35
1687033066064611198,6.35
1687033066065607827,6.35
1687033066066610508,6.35
1687033066067617155,6.35
1687033066068626769,6.35
1687033066069611566,6.35
1687033066070617272,6.35
1687033066071611366,6.35
1687033066072613205,6.35
1687033066073611547,6.35
1687033066074619227,6.35
1687033066075614394,6.35
1687033066076616132,6.35
1687033066077620526,6.35
1687033066078609982,6.35
1687033066079619094,6.35
1687033066080613158,6.35
1687033066081609787,6.35
1687033066082611376,6.35
1687033066083620699,6.35
1687033066084610675,6.35
1687033066085614778,6.35
1687033066086614323,6.35
1687033066087618396,6.35
1687033066088612681,6.35
1687033066089625340,6.35
1687033066090620376,6.35
1687033066091616424,6.35
1687033066092618012,6.35
1687033066093617326,6.35
1687033066094623694,6.35
1687033066095618650,6.35
1687033066096613856,6.35
1687033066097617067,6.35
1687033066098620950,6.35
1687033066099620104,6.35
1687033066100616362,nan
1687033066103612632,6.35
1687033066104614360,6.35
1687033066105610999,6.35
1687033066106609131,6.35
1687033066107614637,6.35
1687033066108611547,6.35
1687033066109611362,6.35
1687033066110613040,6.35
1687033066111615460,6.35
1687033066112614564,6.35
1687033066113608548,6.35
1687033066114608874,6.35
1687033066115614430,6.35
1687033066116613864,6.35
1687033066117613479,6.35
1687033066118612883,6.35
1687033066119613119,6.35
1687033066120613706,6.35
1687033066121613921,6.35
1687033066122618856,6.35
1687033066123615174,6.35
1687033066124617254,6.35
1687033066125614855,6.35
1687033066126610532,6.35
1687033066127613623,6.35
1687033066128607347,6.35
1687033066129614496,6.35
1687033066130612848,6.35
1687033066131612833,6.35
1687033066132612218,6.35
1687033066133613055,6.35
1687033066134613060,6.35
1687033066135610350,6.35
1687033066136610065,6.35
1687033066137615340,6.35
1687033066138610677,6.35
1687033066139604952,6.35
1687033066140612772,6.35
1687033066141606496,6.35
1687033066142623483,6.35
1687033066143613820,6.35
1687033066144609357,6.35
1687033066145616847,6.35
1687033066146613736,6.35
1687033066147611527,6.35
1687033066148614338,6.35
1687033066149614103,6.35
1687033066150612946,6.35
1687033066151782229,6.35
1687033066152609621,6.35
1687033066153605949,6.35
1687033066154611445,6.35
1687033066155611921,6.35
1687033066156611145,6.35
1687033066157608896,6.35
1687033066158618410,6.35
1687033066159611572,6.35
1687033066160615164,6.35
1687033066161612084,6.35
1687033066162622900,6.35
1687033066163617715,6.35
1687033066164613753,6.35
1687033066165616704,6.35
1687033066166619585,6.35
1687033066167617376,6.35
1687033066168620638,6.35
1687033066169616786,6.35
1687033066170625328,6.35
1687033066171618099,6.35
1687033066172616131,6.35
1687033066173616267,6.35
1687033066174614399,6.35
1687033066175611278,6.35
1687033066176617596,6.35
1687033066177612782,6.35
1687033066178613909,6.35
1687033066179611661,6.35
1687033066180610854,6.35
1687033066181610680,6.35
1687033066182608731,6.35
1687033066183605300,6.35
1687033066184611397,6.35
1687033066185615400,6.35
1687033066186616688,6.35
1687033066187615120,6.35
1687033066188611429,6.35
1687033066189612817,6.35
1687033066190611830,6.35
1687033066191607117,6.35
1687033066192608745,6.35
1687033066193616095,6.35
1687033066194615419,6.35
1687033066195611527,6.35
1687033066196609448,6.35
1687033066197610476,6.35
1687033066198614719,6.35
1687033066199613662,6.35
1687033066200607266,6.35
1687033066201612832,6.35
1687033066202613198,6.35
1687033066203602764,6.35
1687033066204613519,6.35
1687033066205613044,6.35
1687033066206607879,6.35
1687033066207614297,6.35
1687033066208606788,6.35
1687033066209615380,6.35
1687033066210610827,6.35
1687033066211614048,6.35
1687033066212611829,6.35
1687033066213607386,6.35
1687033066214615186,6.35
1687033066215611495,6.35
1687033066216613153,6.35
1687033066217614872,6.35
1687033066218615098,6.35
1687033066219611767,6.35
1687033066220615259,6.35
1687033066221610315,6.35
1687033066222615340,6.35
1687033066223611268,6.35
1687033066224617174,6.35
1687033066225606890,6.35
1687033066226609681,6.35
1687033066227610257,6.35
1687033066228604973,6.35
1687033066229607974,6.35
1687033066230610714,6.35
1687033066231609698,6.35
1687033066232605055,6.35
1687033066233618946,6.35
1687033066234622528,6.35
1687033066235617434,6.35
1687033066236617399,6.35
1687033066237611714,6.35
1687033066238616338,6.35
1687033066239623547,6.35
1687033066240615888,6.35
1687033066241611566,6.35
1687033066242617252,6.35
